ItemIdentifier,ItemWeight,ItemFatContent,ItemVisibility,ItemType,ItemMRP,OutletIdentifier,OutletSize,OutletLocationType,OutletType,YearsSinceEstablishment
FDB17,13.15,1,0.036821494,4,179.8976,OUT018,2,Tier 3,Supermarket Type2,15
NCV54,11.1,1,0.033243813,3,119.3124,OUT018,2,Tier 3,Supermarket Type2,15
FDA37,7.81,2,0.055312618,12,124.7046,OUT049,2,Tier 1,Supermarket Type1,25
FDG35,21.2,2,0.007039648,10,172.4738,OUT035,1,Tier 2,Supermarket Type1,20
NCM05,6.825,1,0.060090767,2,266.3226,OUT018,2,Tier 3,Supermarket Type2,15
FDG45,8.1,1,0.0,2,212.9902,OUT046,1,Tier 1,Supermarket Type1,27
FDH28,15.85,2,0.109939432,4,39.2506,OUT013,3,Tier 3,Supermarket Type1,37
NCE18,10.0,1,0.0,3,248.675,OUT049,2,Tier 1,Supermarket Type1,25
FDR56,15.5,2,0.100681984,2,198.3768,OUT013,3,Tier 3,Supermarket Type1,37
FDD39,16.7,1,0.070263971,6,218.385,OUT049,2,Tier 1,Supermarket Type1,25
FDB41,19.0,2,0.097464425,4,47.7718,OUT049,2,Tier 1,Supermarket Type1,25
NCR53,12.15,1,0.14504086,2,224.4404,OUT046,1,Tier 1,Supermarket Type1,27
FDV28,16.1,2,0.0,4,35.6558,OUT049,2,Tier 1,Supermarket Type1,25
FDA08,11.85,2,0.050289178,2,165.4526,OUT018,2,Tier 3,Supermarket Type2,15
DRM59,5.88,1,0.003591414,8,153.3998,OUT035,1,Tier 2,Supermarket Type1,20
NCJ43,6.635,1,0.0,3,175.2396,OUT018,2,Tier 3,Supermarket Type2,15
NCN29,15.2,1,0.0,2,50.1034,OUT013,3,Tier 3,Supermarket Type1,37
FDR56,15.5,2,0.100746785,2,196.7768,OUT035,1,Tier 2,Supermarket Type1,20
FDZ43,11.0,2,0.057147256,2,242.2512,OUT049,2,Tier 1,Supermarket Type1,25
NCZ54,14.65,1,0.083343628,3,163.6552,OUT035,1,Tier 2,Supermarket Type1,20
FDW39,6.69,2,0.036967784,7,175.037,OUT049,2,Tier 1,Supermarket Type1,25
NCK05,20.1,1,0.0,2,62.6536,OUT049,2,Tier 1,Supermarket Type1,25
FDT27,11.395,2,0.06987064,7,234.9616,OUT018,2,Tier 3,Supermarket Type2,15
NCJ19,18.6,1,0.118363749,12,56.1588,OUT049,2,Tier 1,Supermarket Type1,25
DRE37,13.5,1,0.094141186,8,188.1872,OUT013,3,Tier 3,Supermarket Type1,37
FDW02,4.805,2,0.037692295,6,127.0704,OUT035,1,Tier 2,Supermarket Type1,20
FDI24,10.3,1,0.07886623,5,177.937,OUT049,2,Tier 1,Supermarket Type1,25
DRM47,9.3,1,0.043853769,8,191.9846,OUT049,2,Tier 1,Supermarket Type1,25
FDI48,11.85,2,0.055945372,5,53.2666,OUT018,2,Tier 3,Supermarket Type2,15
FDU48,18.85,1,0.055312384,5,131.4284,OUT013,3,Tier 3,Supermarket Type1,37
FDP20,19.85,1,0.04574024,2,127.102,OUT049,2,Tier 1,Supermarket Type1,25
FDJ15,11.35,2,0.023303069,6,185.4608,OUT013,3,Tier 3,Supermarket Type1,37
FDD04,16.0,1,0.090337797,6,140.3154,OUT018,2,Tier 3,Supermarket Type2,15
FDR37,16.5,2,0.066519424,11,183.2292,OUT018,2,Tier 3,Supermarket Type2,15
FDF44,7.17,2,0.059678319,2,129.5968,OUT013,3,Tier 3,Supermarket Type1,37
FDB32,20.6,1,0.023489402,2,93.7778,OUT049,2,Tier 1,Supermarket Type1,25
FDM40,10.195,1,0.160588464,4,143.4154,OUT018,2,Tier 3,Supermarket Type2,15
FDT46,11.35,1,0.030855031,1,49.7008,OUT049,2,Tier 1,Supermarket Type1,25
NCF06,6.235,1,0.020194535,3,257.6962,OUT035,1,Tier 2,Supermarket Type1,20
FDC04,15.6,1,0.04494821,6,240.3854,OUT013,3,Tier 3,Supermarket Type1,37
NCY41,16.75,1,0.075672596,2,36.8532,OUT013,3,Tier 3,Supermarket Type1,37
NCK18,9.6,1,0.006698103,3,165.8184,OUT046,1,Tier 1,Supermarket Type1,27
DRH25,18.7,1,0.014615718,8,52.4324,OUT049,2,Tier 1,Supermarket Type1,25
FDT57,15.2,1,0.019034783,1,238.4248,OUT046,1,Tier 1,Supermarket Type1,27
FDV56,16.1,2,0.013651105,2,106.7596,OUT018,2,Tier 3,Supermarket Type2,15
FDX38,10.5,2,0.048197901,6,48.3376,OUT035,1,Tier 2,Supermarket Type1,20
FDE47,14.15,1,0.038063173,10,122.5046,OUT018,2,Tier 3,Supermarket Type2,15
NCO07,9.06,1,0.009768132,12,211.456,OUT013,3,Tier 3,Supermarket Type1,37
DRH51,17.6,1,0.097612596,6,88.1856,OUT018,2,Tier 3,Supermarket Type2,15
DRG49,7.81,1,0.067399162,8,246.2486,OUT013,3,Tier 3,Supermarket Type1,37
NCC19,6.57,1,0.097031198,3,192.882,OUT049,2,Tier 1,Supermarket Type1,25
NCO26,7.235,1,0.077168705,3,114.3492,OUT018,2,Tier 3,Supermarket Type2,15
NCW30,5.21,1,0.011054747,3,259.5962,OUT018,2,Tier 3,Supermarket Type2,15
NCN55,14.6,1,0.059490504,12,241.4538,OUT046,1,Tier 1,Supermarket Type1,27
DRL11,10.5,1,0.047978201,8,156.8946,OUT013,3,Tier 3,Supermarket Type1,37
FDU09,7.71,2,0.066868428,1,55.4956,OUT018,2,Tier 3,Supermarket Type2,15
NCI31,20.0,1,0.0,12,35.119,OUT046,1,Tier 1,Supermarket Type1,27
FDT43,16.35,1,0.020530851,2,51.3324,OUT013,3,Tier 3,Supermarket Type1,37
FDU20,19.35,2,0.021457551,2,121.3098,OUT046,1,Tier 1,Supermarket Type1,27
FDD53,16.2,1,0.0,4,42.9454,OUT013,3,Tier 3,Supermarket Type1,37
FDD48,10.395,1,0.030152986,5,114.5176,OUT035,1,Tier 2,Supermarket Type1,20
FDG47,12.8,1,0.069727079,10,263.6252,OUT049,2,Tier 1,Supermarket Type1,25
DRO35,13.85,1,0.034541588,8,116.8492,OUT013,3,Tier 3,Supermarket Type1,37
FDC04,15.6,1,0.04497714,6,243.0854,OUT035,1,Tier 2,Supermarket Type1,20
FDY34,10.5,2,0.010972719,1,164.0842,OUT013,3,Tier 3,Supermarket Type1,37
DRJ49,6.865,1,0.014015003,8,128.0652,OUT049,2,Tier 1,Supermarket Type1,25
FDE05,10.895,2,0.032504504,4,143.8102,OUT049,2,Tier 1,Supermarket Type1,25
NCJ42,19.75,1,0.014298622,3,102.5332,OUT035,1,Tier 2,Supermarket Type1,20
FDA52,16.2,2,0.0,4,175.637,OUT018,2,Tier 3,Supermarket Type2,15
NCR29,7.565,1,0.054595405,2,55.693,OUT013,3,Tier 3,Supermarket Type1,37
FDT48,4.92,1,0.0,5,200.3084,OUT035,1,Tier 2,Supermarket Type1,20
NCS54,13.6,1,0.009993163,3,177.637,OUT046,1,Tier 1,Supermarket Type1,27
FDV01,19.2,2,0.084934509,12,154.9314,OUT035,1,Tier 2,Supermarket Type1,20
NCG42,19.2,1,0.041193522,3,131.731,OUT013,3,Tier 3,Supermarket Type1,37
FDA51,8.05,2,0.16493563,6,115.5518,OUT049,2,Tier 1,Supermarket Type1,25
FDO03,10.395,2,0.036882977,7,228.1352,OUT046,1,Tier 1,Supermarket Type1,27
FDI58,7.64,2,0.070814401,1,92.412,OUT049,2,Tier 1,Supermarket Type1,25
FDT28,13.3,1,0.063825112,4,149.2708,OUT018,2,Tier 3,Supermarket Type2,15
FDJ02,17.2,2,0.025145838,12,146.6418,OUT013,3,Tier 3,Supermarket Type1,37
FDQ04,6.4,1,0.085098856,4,42.0796,OUT018,2,Tier 3,Supermarket Type2,15
DRL47,19.7,1,0.038704546,8,125.7362,OUT013,3,Tier 3,Supermarket Type1,37
FDZ32,7.785,2,0.03812554,2,106.7964,OUT035,1,Tier 2,Supermarket Type1,20
FDC35,7.435,1,0.122814466,10,207.5638,OUT035,1,Tier 2,Supermarket Type1,20
FDZ35,9.6,2,0.022259937,9,103.999,OUT013,3,Tier 3,Supermarket Type1,37
FDL14,8.115,2,0.032132105,12,155.4972,OUT013,3,Tier 3,Supermarket Type1,37
FDO04,16.6,1,0.026578464,4,55.0614,OUT049,2,Tier 1,Supermarket Type1,25
FDB44,6.655,1,0.017027915,2,211.0586,OUT018,2,Tier 3,Supermarket Type2,15
FDZ50,12.8,2,0.079199274,6,184.6608,OUT049,2,Tier 1,Supermarket Type1,25
FDB04,11.35,2,0.063483863,6,85.9856,OUT018,2,Tier 3,Supermarket Type2,15
NCO17,10.0,1,0.0,2,118.744,OUT013,3,Tier 3,Supermarket Type1,37
DRJ13,12.65,1,0.062988082,8,160.6578,OUT049,2,Tier 1,Supermarket Type1,25
FDW19,12.35,2,0.038493141,2,110.957,OUT035,1,Tier 2,Supermarket Type1,20
DRD27,18.75,1,0.023937034,6,100.4042,OUT018,2,Tier 3,Supermarket Type2,15
FDR40,9.1,2,0.008067116,4,79.9618,OUT018,2,Tier 3,Supermarket Type2,15
FDG05,11.0,2,0.087774037,4,156.663,OUT013,3,Tier 3,Supermarket Type1,37
FDI38,13.35,2,0.014686484,12,206.3638,OUT018,2,Tier 3,Supermarket Type2,15
FDR20,20.0,2,0.028123753,2,43.2744,OUT046,1,Tier 1,Supermarket Type1,27
DRF51,15.75,1,0.165700218,6,37.7506,OUT013,3,Tier 3,Supermarket Type1,37
FDJ50,8.645,1,0.02156804,12,52.8982,OUT013,3,Tier 3,Supermarket Type1,37
FDN52,9.395,2,0.131460394,4,85.2198,OUT013,3,Tier 3,Supermarket Type1,37
FDX14,13.1,1,0.074877667,6,76.6354,OUT013,3,Tier 3,Supermarket Type1,37
FDV10,7.645,2,0.06665054,1,41.1112,OUT013,3,Tier 3,Supermarket Type1,37
FDU33,7.63,2,0.134709764,1,44.8402,OUT046,1,Tier 1,Supermarket Type1,27
FDU58,6.61,2,0.029011725,1,185.9898,OUT046,1,Tier 1,Supermarket Type1,27
FDC28,7.905,1,0.054976522,4,109.7254,OUT035,1,Tier 2,Supermarket Type1,20
NCV05,10.1,1,0.030331567,2,153.7656,OUT018,2,Tier 3,Supermarket Type2,15
FDT38,18.7,1,0.057537445,6,86.3566,OUT046,1,Tier 1,Supermarket Type1,27
FDQ57,7.275,1,0.028061488,1,145.076,OUT018,2,Tier 3,Supermarket Type2,15
NCM43,14.5,1,0.019475371,12,163.621,OUT046,1,Tier 1,Supermarket Type1,27
DRI51,17.25,1,0.042307304,6,171.1764,OUT049,2,Tier 1,Supermarket Type1,25
NCK54,12.15,1,0.029517792,3,114.815,OUT035,1,Tier 2,Supermarket Type1,20
FDI36,12.5,2,0.062291551,5,197.1426,OUT013,3,Tier 3,Supermarket Type1,37
FDA34,11.5,1,0.014860557,10,174.008,OUT046,1,Tier 1,Supermarket Type1,27
FDJ48,11.3,1,0.056664709,5,248.0118,OUT018,2,Tier 3,Supermarket Type2,15
FDU47,12.8,2,0.113832939,9,138.4838,OUT035,1,Tier 2,Supermarket Type1,20
FDS39,6.895,1,0.022460575,7,142.9812,OUT046,1,Tier 1,Supermarket Type1,27
FDD11,12.85,1,0.030616733,10,251.704,OUT046,1,Tier 1,Supermarket Type1,27
FDU56,16.85,1,0.04459498,2,183.1266,OUT018,2,Tier 3,Supermarket Type2,15
DRK35,8.365,1,0.071786706,8,39.3506,OUT013,3,Tier 3,Supermarket Type1,37
FDA58,9.395,1,0.103912541,1,234.2932,OUT049,2,Tier 1,Supermarket Type1,25
FDS51,13.35,1,0.032311584,7,63.3194,OUT018,2,Tier 3,Supermarket Type2,15
DRG25,10.5,1,0.019079308,8,187.524,OUT049,2,Tier 1,Supermarket Type1,25
FDT02,12.6,1,0.024174597,6,33.2874,OUT013,3,Tier 3,Supermarket Type1,37
FDP38,10.1,1,0.032096024,12,51.1008,OUT035,1,Tier 2,Supermarket Type1,20
FDZ45,14.1,1,0.066863337,1,197.9084,OUT035,1,Tier 2,Supermarket Type1,20
FDZ58,17.85,1,0.052133441,1,120.6072,OUT013,3,Tier 3,Supermarket Type1,37
FDU52,7.56,1,0.063870008,4,154.563,OUT049,2,Tier 1,Supermarket Type1,25
FDU38,10.8,1,0.08288617,6,189.9504,OUT018,2,Tier 3,Supermarket Type2,15
FDW46,13.0,2,0.070301658,1,65.5484,OUT046,1,Tier 1,Supermarket Type1,27
DRI59,9.5,1,0.0,8,225.0088,OUT035,1,Tier 2,Supermarket Type1,20
FDT38,18.7,1,0.057526565,6,85.2566,OUT035,1,Tier 2,Supermarket Type1,20
FDL33,7.235,1,0.100369729,1,196.9452,OUT018,2,Tier 3,Supermarket Type2,15
FDJ08,11.1,1,0.110672104,2,191.1846,OUT046,1,Tier 1,Supermarket Type1,27
FDQ47,7.155,2,0.168447861,9,35.8874,OUT049,2,Tier 1,Supermarket Type1,25
NCZ18,7.825,1,0.185913021,3,252.4698,OUT013,3,Tier 3,Supermarket Type1,37
FDC48,9.195,1,0.015883951,5,83.4592,OUT049,2,Tier 1,Supermarket Type1,25
FDY58,11.65,1,0.039885362,1,228.9694,OUT013,3,Tier 3,Supermarket Type1,37
FDV11,9.1,2,0.081599833,9,176.8054,OUT013,3,Tier 3,Supermarket Type1,37
FDT46,11.35,1,0.030807134,1,49.4008,OUT046,1,Tier 1,Supermarket Type1,27
FDQ11,5.695,2,0.067644586,9,256.5988,OUT013,3,Tier 3,Supermarket Type1,37
NCC55,10.695,1,0.063710075,3,36.4848,OUT013,3,Tier 3,Supermarket Type1,37
NCQ54,17.7,1,0.0,3,167.7474,OUT049,2,Tier 1,Supermarket Type1,25
FDB53,13.35,1,0.0,4,148.4392,OUT018,2,Tier 3,Supermarket Type2,15
NCL06,14.65,1,0.072053007,3,262.3594,OUT035,1,Tier 2,Supermarket Type1,20
FDX25,16.7,1,0.0,12,182.4292,OUT013,3,Tier 3,Supermarket Type1,37
FDB39,11.6,1,0.038518959,6,55.3272,OUT046,1,Tier 1,Supermarket Type1,27
FDC33,8.96,2,0.06904552,2,197.3768,OUT049,2,Tier 1,Supermarket Type1,25
NCO14,9.6,1,0.029764629,3,44.4086,OUT018,2,Tier 3,Supermarket Type2,15
FDN52,9.395,2,0.131569883,4,88.1198,OUT046,1,Tier 1,Supermarket Type1,27
FDG26,18.85,1,0.042649853,12,256.633,OUT046,1,Tier 1,Supermarket Type1,27
DRI37,15.85,1,0.107508339,8,59.1904,OUT013,3,Tier 3,Supermarket Type1,37
DRH37,17.6,1,0.041785884,8,166.0526,OUT018,2,Tier 3,Supermarket Type2,15
FDO01,21.1,2,0.020714738,11,127.7994,OUT035,1,Tier 2,Supermarket Type1,20
FDK45,11.65,1,0.033910827,7,113.886,OUT049,2,Tier 1,Supermarket Type1,25
FDP23,6.71,1,0.035642187,9,217.6166,OUT049,2,Tier 1,Supermarket Type1,25
FDM33,15.6,1,0.087703106,1,220.0798,OUT035,1,Tier 2,Supermarket Type1,20
NCL42,18.85,1,0.040363971,3,244.0144,OUT035,1,Tier 2,Supermarket Type1,20
DRJ24,11.8,1,0.113329224,8,185.8924,OUT046,1,Tier 1,Supermarket Type1,27
FDV38,19.25,1,0.101773845,6,52.8956,OUT046,1,Tier 1,Supermarket Type1,27
NCP43,17.75,1,0.030481663,12,181.666,OUT013,3,Tier 3,Supermarket Type1,37
FDW04,8.985,2,0.058062665,4,130.831,OUT018,2,Tier 3,Supermarket Type2,15
NCC31,8.02,1,0.019870463,3,154.9972,OUT046,1,Tier 1,Supermarket Type1,27
FDK22,9.8,1,0.026127057,1,216.385,OUT049,2,Tier 1,Supermarket Type1,25
FDY27,6.38,1,0.031892144,6,177.7344,OUT035,1,Tier 2,Supermarket Type1,20
FDZ57,10.0,2,0.0,1,129.2994,OUT049,2,Tier 1,Supermarket Type1,25
FDO21,11.6,2,0.0097782,1,225.1404,OUT049,2,Tier 1,Supermarket Type1,25
FDS43,11.65,1,0.0,2,187.724,OUT018,2,Tier 3,Supermarket Type2,15
NCQ30,7.725,1,0.029072283,3,120.1414,OUT046,1,Tier 1,Supermarket Type1,27
FDD26,8.71,2,0.072267645,12,184.8924,OUT049,2,Tier 1,Supermarket Type1,25
DRH23,14.65,1,0.170318251,8,56.1614,OUT046,1,Tier 1,Supermarket Type1,27
FDO44,12.6,1,0.087453208,2,110.0228,OUT046,1,Tier 1,Supermarket Type1,27
FDG04,13.1,1,0.006062712,4,187.3898,OUT046,1,Tier 1,Supermarket Type1,27
FDM09,11.15,2,0.085860034,1,169.479,OUT013,3,Tier 3,Supermarket Type1,37
FDZ47,20.7,2,0.079230482,5,98.8042,OUT013,3,Tier 3,Supermarket Type1,37
FDN51,17.85,2,0.020979394,7,259.7936,OUT049,2,Tier 1,Supermarket Type1,25
FDM57,11.65,2,0.075967092,1,84.4908,OUT049,2,Tier 1,Supermarket Type1,25
FDB35,12.3,2,0.064719441,10,93.6804,OUT049,2,Tier 1,Supermarket Type1,25
FDD59,10.5,2,0.066450399,10,80.796,OUT018,2,Tier 3,Supermarket Type2,15
FDC03,8.575,2,0.072139167,6,195.5794,OUT018,2,Tier 3,Supermarket Type2,15
FDW43,20.1,2,0.022420996,2,226.2036,OUT035,1,Tier 2,Supermarket Type1,20
FDW10,21.2,1,0.070676281,1,176.337,OUT046,1,Tier 1,Supermarket Type1,27
FDO40,17.1,1,0.032600958,4,150.4392,OUT013,3,Tier 3,Supermarket Type1,37
FDD05,19.35,1,0.016608334,4,120.0098,OUT035,1,Tier 2,Supermarket Type1,20
DRE27,11.85,1,0.133211023,6,95.8726,OUT018,2,Tier 3,Supermarket Type2,15
FDO11,8.0,2,0.030259174,9,250.6092,OUT035,1,Tier 2,Supermarket Type1,20
NCL30,18.1,1,0.048899701,3,126.3336,OUT013,3,Tier 3,Supermarket Type1,37
FDZ19,6.425,1,0.093835595,2,174.2712,OUT018,2,Tier 3,Supermarket Type2,15
FDM45,8.655,2,0.088331849,1,120.8756,OUT049,2,Tier 1,Supermarket Type1,25
FDO36,19.7,1,0.0,5,178.666,OUT046,1,Tier 1,Supermarket Type1,27
FDP24,20.6,1,0.083342202,5,120.1756,OUT018,2,Tier 3,Supermarket Type2,15
FDF46,7.07,1,0.093593225,1,115.1834,OUT013,3,Tier 3,Supermarket Type1,37
FDJ26,15.3,2,0.084694653,12,212.7218,OUT013,3,Tier 3,Supermarket Type1,37
FDY15,18.25,2,0.170685888,6,155.163,OUT013,3,Tier 3,Supermarket Type1,37
FDP31,21.1,2,0.161756055,2,65.7168,OUT049,2,Tier 1,Supermarket Type1,25
FDH45,15.1,2,0.1055789,2,42.4796,OUT013,3,Tier 3,Supermarket Type1,37
FDW31,11.35,2,0.043149943,2,198.5742,OUT035,1,Tier 2,Supermarket Type1,20
FDA57,18.85,1,0.039643601,1,41.448,OUT046,1,Tier 1,Supermarket Type1,27
NCE55,8.92,1,0.129903926,3,176.637,OUT035,1,Tier 2,Supermarket Type1,20
FDC59,16.7,2,0.054583442,10,64.6168,OUT013,3,Tier 3,Supermarket Type1,37
FDA22,7.435,1,0.084382084,10,167.9158,OUT013,3,Tier 3,Supermarket Type1,37
FDK52,18.25,1,0.079203863,4,224.9062,OUT035,1,Tier 2,Supermarket Type1,20
NCM26,20.5,1,0.023143199,12,152.934,OUT046,1,Tier 1,Supermarket Type1,27
NCT53,5.4,1,0.048107159,2,166.3526,OUT035,1,Tier 2,Supermarket Type1,20
FDW45,18.0,1,0.039169904,1,149.0418,OUT018,2,Tier 3,Supermarket Type2,15
NCI18,18.35,1,0.014021376,3,222.5746,OUT035,1,Tier 2,Supermarket Type1,20
FDE38,6.52,1,0.044788872,12,164.0842,OUT018,2,Tier 3,Supermarket Type2,15
FDB44,6.655,1,0.016985198,2,211.0586,OUT049,2,Tier 1,Supermarket Type1,25
FDF28,15.7,2,0.037833211,4,126.1046,OUT013,3,Tier 3,Supermarket Type1,37
FDE39,7.89,1,0.036104434,6,117.1782,OUT013,3,Tier 3,Supermarket Type1,37
FDT37,14.15,1,0.035413843,12,253.0014,OUT018,2,Tier 3,Supermarket Type2,15
FDO40,17.1,1,0.032621941,4,150.9392,OUT035,1,Tier 2,Supermarket Type1,20
FDS60,20.85,1,0.032498972,5,181.266,OUT049,2,Tier 1,Supermarket Type1,25
FDK43,9.8,1,0.026840766,7,126.902,OUT046,1,Tier 1,Supermarket Type1,27
FDN25,7.895,2,0.061175535,11,58.6588,OUT046,1,Tier 1,Supermarket Type1,27
FDE53,10.895,1,0.026921951,4,104.928,OUT049,2,Tier 1,Supermarket Type1,25
FDB22,8.02,1,0.111347923,1,155.6998,OUT013,3,Tier 3,Supermarket Type1,37
FDX35,5.035,2,0.079895432,9,227.0036,OUT035,1,Tier 2,Supermarket Type1,20
NCG54,12.1,1,0.079930344,3,169.7106,OUT049,2,Tier 1,Supermarket Type1,25
FDH27,7.075,1,0.058335906,6,145.8128,OUT035,1,Tier 2,Supermarket Type1,20
NCK42,7.475,1,0.01310911,3,215.4192,OUT013,3,Tier 3,Supermarket Type1,37
FDS25,6.885,2,0.14022623,12,108.8228,OUT049,2,Tier 1,Supermarket Type1,25
FDI10,8.51,2,0.078723713,1,172.4422,OUT018,2,Tier 3,Supermarket Type2,15
FDU35,6.44,1,0.079200387,9,100.47,OUT035,1,Tier 2,Supermarket Type1,20
DRK23,8.395,1,0.071963037,8,251.804,OUT035,1,Tier 2,Supermarket Type1,20
FDY02,8.945,2,0.087782193,6,261.791,OUT049,2,Tier 1,Supermarket Type1,25
FDM60,10.8,2,0.048134189,5,40.3138,OUT035,1,Tier 2,Supermarket Type1,20
NCQ30,7.725,1,0.029190711,3,122.4414,OUT018,2,Tier 3,Supermarket Type2,15
FDU01,20.25,2,0.011985289,12,184.7924,OUT013,3,Tier 3,Supermarket Type1,37
FDR39,20.35,1,0.083783437,7,180.7292,OUT035,1,Tier 2,Supermarket Type1,20
FDO08,11.1,2,0.053775381,2,165.7526,OUT046,1,Tier 1,Supermarket Type1,27
NCZ29,15.0,1,0.071357962,2,127.4362,OUT035,1,Tier 2,Supermarket Type1,20
NCU53,5.485,1,0.042925965,2,164.5842,OUT018,2,Tier 3,Supermarket Type2,15
NCW30,5.21,1,0.011000735,3,258.0962,OUT013,3,Tier 3,Supermarket Type1,37
FDW15,15.35,2,0.055199283,7,146.4734,OUT049,2,Tier 1,Supermarket Type1,25
FDN48,13.35,1,0.06495073,5,92.5804,OUT046,1,Tier 1,Supermarket Type1,27
NCA17,20.6,1,0.045488814,2,149.9392,OUT049,2,Tier 1,Supermarket Type1,25
NCN54,20.35,1,0.021308724,3,79.2328,OUT013,3,Tier 3,Supermarket Type1,37
FDP22,14.65,2,0.099049679,1,49.7666,OUT013,3,Tier 3,Supermarket Type1,37
NCB54,8.76,1,0.050043246,2,126.2336,OUT035,1,Tier 2,Supermarket Type1,20
FDE26,9.3,1,0.088988939,12,144.0786,OUT035,1,Tier 2,Supermarket Type1,20
NCS38,8.6,1,0.0,3,113.1176,OUT013,3,Tier 3,Supermarket Type1,37
NCJ54,9.895,1,0.0,3,230.4642,OUT018,2,Tier 3,Supermarket Type2,15
FDN45,19.35,1,0.11858387,1,224.4088,OUT018,2,Tier 3,Supermarket Type2,15
FDU43,19.35,2,0.058043379,2,239.8564,OUT046,1,Tier 1,Supermarket Type1,27
NCC07,19.6,1,0.024048716,3,104.9964,OUT018,2,Tier 3,Supermarket Type2,15
FDU55,16.2,1,0.035904485,2,258.6278,OUT035,1,Tier 2,Supermarket Type1,20
FDX59,10.195,1,0.051651503,9,35.2558,OUT035,1,Tier 2,Supermarket Type1,20
FDR52,12.65,2,0.076162818,4,190.7846,OUT049,2,Tier 1,Supermarket Type1,25
NCP17,19.35,1,0.027691308,2,63.3168,OUT013,3,Tier 3,Supermarket Type1,37
NCT17,10.8,1,0.041930938,2,188.0214,OUT049,2,Tier 1,Supermarket Type1,25
FDO10,13.65,2,0.0,1,57.7588,OUT049,2,Tier 1,Supermarket Type1,25
FDE32,20.7,1,0.048834717,2,36.5506,OUT049,2,Tier 1,Supermarket Type1,25
FDH02,7.27,2,0.020777214,12,88.8488,OUT035,1,Tier 2,Supermarket Type1,20
FDK60,16.5,2,0.093786169,5,98.9068,OUT013,3,Tier 3,Supermarket Type1,37
FDO48,15.0,2,0.026882496,5,222.6456,OUT049,2,Tier 1,Supermarket Type1,25
FDZ39,19.7,2,0.018052793,7,103.399,OUT049,2,Tier 1,Supermarket Type1,25
FDC50,15.85,1,0.136384322,12,94.8094,OUT013,3,Tier 3,Supermarket Type1,37
FDP39,12.65,1,0.069411836,7,51.5324,OUT035,1,Tier 2,Supermarket Type1,20
DRG15,6.13,1,0.077048493,6,60.0536,OUT018,2,Tier 3,Supermarket Type2,15
FDP10,19.0,1,0.128611924,1,104.1622,OUT018,2,Tier 3,Supermarket Type2,15
FDE53,10.895,1,0.026875077,4,107.028,OUT035,1,Tier 2,Supermarket Type1,20
FDR25,17.0,2,0.139495548,12,266.5884,OUT035,1,Tier 2,Supermarket Type1,20
FDW50,13.1,1,0.075578048,6,165.7158,OUT046,1,Tier 1,Supermarket Type1,27
FDS09,8.895,2,0.081214552,1,51.4008,OUT049,2,Tier 1,Supermarket Type1,25
FDU51,20.2,2,0.096513676,7,178.7028,OUT046,1,Tier 1,Supermarket Type1,27
FDF28,15.7,2,0.038018966,4,126.1046,OUT018,2,Tier 3,Supermarket Type2,15
NCY30,20.25,1,0.02605898,3,179.6976,OUT018,2,Tier 3,Supermarket Type2,15
NCF30,17.0,1,0.126139002,3,125.9362,OUT013,3,Tier 3,Supermarket Type1,37
FDW37,19.2,1,0.0,12,89.2488,OUT013,3,Tier 3,Supermarket Type1,37
FDD11,12.85,1,0.030664334,10,254.404,OUT049,2,Tier 1,Supermarket Type1,25
DRH39,20.7,1,0.093067785,6,75.567,OUT018,2,Tier 3,Supermarket Type2,15
FDA36,5.985,1,0.005675194,5,184.1924,OUT049,2,Tier 1,Supermarket Type1,25
NCG43,20.2,1,0.07435487,3,92.4462,OUT049,2,Tier 1,Supermarket Type1,25
FDF02,16.2,1,0.103453599,12,103.699,OUT035,1,Tier 2,Supermarket Type1,20
FDO51,6.785,2,0.041974545,7,42.3112,OUT035,1,Tier 2,Supermarket Type1,20
NCQ42,20.35,1,0.039268205,3,128.4678,OUT046,1,Tier 1,Supermarket Type1,27
NCM41,16.5,1,0.035655991,2,91.212,OUT046,1,Tier 1,Supermarket Type1,27
DRF60,10.8,1,0.052068722,8,236.4564,OUT046,1,Tier 1,Supermarket Type1,27
FDJ27,17.7,2,0.121852987,7,101.4674,OUT035,1,Tier 2,Supermarket Type1,20
FDQ14,9.27,1,0.061735873,6,150.805,OUT013,3,Tier 3,Supermarket Type1,37
NCQ02,12.6,1,0.007456464,3,188.6556,OUT046,1,Tier 1,Supermarket Type1,27
FDJ33,8.895,2,0.088459496,1,124.873,OUT049,2,Tier 1,Supermarket Type1,25
DRE01,10.1,1,0.16741508,8,241.2512,OUT049,2,Tier 1,Supermarket Type1,25
NCX53,20.1,1,0.014937838,2,141.2154,OUT046,1,Tier 1,Supermarket Type1,27
FDZ39,19.7,2,0.018009769,7,103.699,OUT013,3,Tier 3,Supermarket Type1,37
NCP42,8.51,1,0.016097309,3,195.3478,OUT013,3,Tier 3,Supermarket Type1,37
FDJ14,10.3,2,0.050061008,12,81.296,OUT035,1,Tier 2,Supermarket Type1,20
FDK04,7.36,1,0.052393366,4,55.3588,OUT049,2,Tier 1,Supermarket Type1,25
FDS09,8.895,2,0.081418801,1,51.7008,OUT018,2,Tier 3,Supermarket Type2,15
FDZ02,6.905,2,0.038147426,6,99.6726,OUT046,1,Tier 1,Supermarket Type1,27
FDD35,12.15,1,0.02596979,10,121.344,OUT018,2,Tier 3,Supermarket Type2,15
